MGP ID,Entrez Gene ID,Gene name,Symbol,pathway_name
MGP000752,1555,"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,Cyclophosphamide Action Pathway
MGP000753,1557,"cytochrome P450, family 2, subfamily C, polypeptide 19",CYP2C19,Cyclophosphamide Action Pathway
MGP000754,1558,"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,Cyclophosphamide Action Pathway
MGP000755,1559,"cytochrome P450, family 2, subfamily C, polypeptide 9",CYP2C9,Cyclophosphamide Action Pathway
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Cyclophosphamide Action Pathway
MGP001352,2944,glutathione S-transferase mu 1,GSTM1,Cyclophosphamide Action Pathway
MGP000412,833,cysteinyl-tRNA synthetase,CARS,Cysteine Metabolism
MGP000518,1036,cysteine dioxygenase type 1,CDO1,Cysteine Metabolism
MGP000718,1491,cystathionine gamma-lyase,CTH,Cysteine Metabolism
MGP000722,1497,"cystinosin, lysosomal cystine transporter",CTNS,Cysteine Metabolism
MGP001222,2729,"glutamate-cysteine ligase, catalytic subunit",GCLC,Cysteine Metabolism
MGP001223,2730,"glutamate-cysteine ligase, modifier subunit",GCLM,Cysteine Metabolism
MGP001270,2805,"glutamic-oxaloacetic transaminase 1, soluble",GOT1,Cysteine Metabolism
MGP006677,160287,lactate dehydrogenase A-like 6A,LDHAL6A,Cysteine Metabolism
MGP001958,4357,mercaptopyruvate sulfurtransferase,MPST,Cysteine Metabolism
MGP000425,847,catalase,CAT,Degradation of Superoxides
MGP002950,6647,"superoxide dismutase 1, soluble",SOD1,Degradation of Superoxides
MGP002951,6648,"superoxide dismutase 2, mitochondrial",SOD2,Degradation of Superoxides
MGP002952,6649,"superoxide dismutase 3, extracellular",SOD3,Degradation of Superoxides
MGP003232,7306,tyrosinase-related protein 1,TYRP1,Degradation of Superoxides
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Dopamine Activation of Neurological Reward System
MGP000871,1812,dopamine receptor D1,DRD1,Dopamine Activation of Neurological Reward System
MGP001250,2778,GNAS complex locus,GNAS,Dopamine Activation of Neurological Reward System
MGP001250,2778,GNAS complex locus,GNAS,Dopamine Activation of Neurological Reward System
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Dopamine Activation of Neurological Reward System
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Dopamine Activation of Neurological Reward System
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Dopamine Activation of Neurological Reward System
MGP002268,5243,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",ABCB1,Doxorubicin Metabolism Pathway
MGP001961,4363,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1",ABCC1,Doxorubicin Metabolism Pathway
MGP000606,1244,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",ABCC2,Doxorubicin Metabolism Pathway
MGP003897,9429,"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)",ABCG2,Doxorubicin Metabolism Pathway
MGP004200,10327,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",AKR1A1,Doxorubicin Metabolism Pathway
MGP003628,8644,"aldo-keto reductase family 1, member C3",AKR1C3,Doxorubicin Metabolism Pathway
MGP000431,873,carbonyl reductase 1,CBR1,Doxorubicin Metabolism Pathway
MGP000432,874,carbonyl reductase 3,CBR3,Doxorubicin Metabolism Pathway
MGP002063,4720,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",NDUFS2,Doxorubicin Metabolism Pathway
MGP002064,4722,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)",NDUFS3,Doxorubicin Metabolism Pathway
MGP007059,374291,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)",NDUFS7,Doxorubicin Metabolism Pathway
MGP002112,4846,nitric oxide synthase 3 (endothelial cell),NOS3,Doxorubicin Metabolism Pathway
MGP000832,1728,"NAD(P)H dehydrogenase, quinone 1",NQO1,Doxorubicin Metabolism Pathway
MGP002371,5447,P450 (cytochrome) oxidoreductase,POR,Doxorubicin Metabolism Pathway
MGP004405,10928,ralA binding protein 1,RALBP1,Doxorubicin Metabolism Pathway
MGP006206,85413,"solute carrier family 22 (organic cation/carnitine transporter), member 16",SLC22A16,Doxorubicin Metabolism Pathway
MGP003329,7498,xanthine dehydrogenase,XDH,Doxorubicin Metabolism Pathway
MGP000614,1277,"collagen, type I, alpha 1",COL1A1,Enoxaparin Action Pathway
MGP001013,2159,coagulation factor X,F10,Enoxaparin Action Pathway
MGP001014,2160,coagulation factor XI,F11,Enoxaparin Action Pathway
MGP001015,2161,coagulation factor XII (Hageman factor),F12,Enoxaparin Action Pathway
MGP001016,2162,"coagulation factor XIII, A1 polypeptide",F13A1,Enoxaparin Action Pathway
MGP001017,2165,"coagulation factor XIII, B polypeptide",F13B,Enoxaparin Action Pathway
MGP001004,2147,coagulation factor II (thrombin),F2,Enoxaparin Action Pathway
MGP001008,2152,"coagulation factor III (thromboplastin, tissue factor)",F3,Enoxaparin Action Pathway
MGP001009,2153,"coagulation factor V (proaccelerin, labile factor)",F5,Enoxaparin Action Pathway
MGP001010,2155,coagulation factor VII (serum prothrombin conversion accelerator),F7,Enoxaparin Action Pathway
MGP001011,2157,"coagulation factor VIII, procoagulant component",F8,Enoxaparin Action Pathway
MGP001012,2158,coagulation factor IX,F9,Enoxaparin Action Pathway
MGP001062,2243,fibrinogen alpha chain,FGA,Enoxaparin Action Pathway
MGP001063,2244,fibrinogen beta chain,FGB,Enoxaparin Action Pathway
MGP001078,2266,fibrinogen gamma chain,FGG,Enoxaparin Action Pathway
MGP001194,2677,gamma-glutamyl carboxylase,GGCX,Enoxaparin Action Pathway
MGP001768,3818,"kallikrein B, plasma (Fletcher factor) 1",KLKB1,Enoxaparin Action Pathway
MGP002310,5327,"plasminogen activator, tissue",PLAT,Enoxaparin Action Pathway
MGP002322,5340,plasminogen,PLG,Enoxaparin Action Pathway
MGP002322,5340,plasminogen,PLG,Enoxaparin Action Pathway
MGP000228,462,"serpin peptidase inhibitor, clade C (antithrombin), member 1",SERPINC1,Enoxaparin Action Pathway
MGP005842,79001,"vitamin K epoxide reductase complex, subunit 1",VKORC1,Enoxaparin Action Pathway
MGP002268,5243,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",ABCB1,Erlotinib Action Pathway
MGP003897,9429,"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)",ABCG2,Erlotinib Action Pathway
MGP000928,1956,epidermal growth factor receptor,EGFR,Erlotinib Action Pathway
MGP000251,495,"ATPase, H+/K+ exchanging, alpha polypeptide",ATP4A,Esomeprazole Action Pathway
MGP000252,496,"ATPase, H+/K+ exchanging, beta polypeptide",ATP4B,Esomeprazole Action Pathway
MGP000370,759,carbonic anhydrase I,CA1,Esomeprazole Action Pathway
MGP000437,887,cholecystokinin B receptor,CCKBR,Esomeprazole Action Pathway
MGP000550,1131,"cholinergic receptor, muscarinic 3",CHRM3,Esomeprazole Action Pathway
MGP000589,1193,chloride intracellular channel 2,CLIC2,Esomeprazole Action Pathway
MGP001114,2520,gastrin,GAST,Esomeprazole Action Pathway
MGP001500,3274,histamine receptor H2,HRH2,Esomeprazole Action Pathway
MGP000870,1811,"solute carrier family 26 (anion exchanger), member 3",SLC26A3,Esomeprazole Action Pathway
MGP002995,6750,somatostatin,SST,Esomeprazole Action Pathway
MGP002999,6754,somatostatin receptor 4,SSTR4,Esomeprazole Action Pathway
MGP006143,84532,acyl-CoA synthetase short-chain family member 1,ACSS1,Ethanol Degradation
MGP006143,84532,acyl-CoA synthetase short-chain family member 1,ACSS1,Ethanol Degradation
MGP005517,55902,acyl-CoA synthetase short-chain family member 2,ACSS2,Ethanol Degradation
MGP005517,55902,acyl-CoA synthetase short-chain family member 2,ACSS2,Ethanol Degradation
MGP005517,55902,acyl-CoA synthetase short-chain family member 2,ACSS2,Ethanol Degradation
MGP000067,125,"alcohol dehydrogenase 1B (class I), beta polypeptide",ADH1B,Ethanol Degradation
MGP000119,219,"aldehyde dehydrogenase 1 family, member B1",ALDH1B1,Ethanol Degradation
MGP000117,217,aldehyde dehydrogenase 2 family (mitochondrial),ALDH2,Ethanol Degradation
MGP000425,847,catalase,CAT,Ethanol Degradation
MGP000758,1571,"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E1,Ethanol Degradation
MGP002268,5243,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",ABCB1,Etoposide Action Pathway
MGP003659,8714,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",ABCC3,Etoposide Action Pathway
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Etoposide Action Pathway
MGP000762,1577,"cytochrome P450, family 3, subfamily A, polypeptide 5",CYP3A5,Etoposide Action Pathway
MGP005239,51726,"DnaJ (Hsp40) homolog, subfamily B, member 11",DNAJB11,Etoposide Action Pathway
MGP004417,10961,endoplasmic reticulum protein 29,ERP29,Etoposide Action Pathway
MGP001516,3309,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",HSPA5,Etoposide Action Pathway
MGP004274,10525,hypoxia up-regulated 1,HYOU1,Etoposide Action Pathway
MGP001957,4353,myeloperoxidase,MPO,Etoposide Action Pathway
MGP005786,64714,"protein disulfide isomerase family A, member 2",PDIA2,Etoposide Action Pathway
MGP003954,9601,"protein disulfide isomerase family A, member 4",PDIA4,Etoposide Action Pathway
MGP004137,10130,"protein disulfide isomerase family A, member 6",PDIA6,Etoposide Action Pathway
MGP002384,5479,peptidylprolyl isomerase B (cyclophilin B),PPIB,Etoposide Action Pathway
MGP002522,5742,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),PTGS1,Etoposide Action Pathway
MGP002523,5743,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),PTGS2,Etoposide Action Pathway
MGP004739,23753,stromal cell-derived factor 2-like 1,SDF2L1,Etoposide Action Pathway
MGP003172,7153,topoisomerase (DNA) II alpha 170kDa,TOP2A,Etoposide Action Pathway
MGP003173,7155,topoisomerase (DNA) II beta 180kDa,TOP2B,Etoposide Action Pathway
MGP005314,54658,"UDP glucuronosyltransferase 1 family, polypeptide A1",UGT1A1,Etoposide Action Pathway
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP000679,1385,cAMP responsive element binding protein 1,CREB1,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP000988,2099,estrogen receptor 1,ESR1,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP001250,2778,GNAS complex locus,GNAS,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP001250,2778,GNAS complex locus,GNAS,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP001535,3360,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",HTR4,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP002388,5499,"protein phosphatase 1, catalytic subunit, alpha isozyme",PPP1CA,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP000679,1385,cAMP responsive element binding protein 1,CREB1,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP000988,2099,estrogen receptor 1,ESR1,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP001250,2778,GNAS complex locus,GNAS,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP001250,2778,GNAS complex locus,GNAS,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP001537,3362,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled",HTR6,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP002388,5499,"protein phosphatase 1, catalytic subunit, alpha isozyme",PPP1CA,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin
MGP000056,108,adenylate cyclase 2 (brain),ADCY2,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP000679,1385,cAMP responsive element binding protein 1,CREB1,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP000988,2099,estrogen receptor 1,ESR1,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP001250,2778,GNAS complex locus,GNAS,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP001250,2778,GNAS complex locus,GNAS,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP001254,2782,"guanine nucleotide binding protein (G protein), beta polypeptide 1",GNB1,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP005525,55970,"guanine nucleotide binding protein (G protein), gamma 12",GNG12,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP001538,3363,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled",HTR7,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP002388,5499,"protein phosphatase 1, catalytic subunit, alpha isozyme",PPP1CA,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP002415,5567,"protein kinase, cAMP-dependent, catalytic, beta",PRKACB,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
MGP000016,31,acetyl-CoA carboxylase alpha,ACACA,Fatty Acid Biosynthesis
MGP001036,2194,fatty acid synthase,FASN,Fatty Acid Biosynthesis
MGP004244,10449,acetyl-CoA acyltransferase 2,ACAA2,Fatty Acid Elongation In Mitochondria
MGP000902,1892,"enoyl CoA hydratase, short chain, 1, mitochondrial",ECHS1,Fatty Acid Elongation In Mitochondria
MGP001407,3030,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",HADHA,Fatty Acid Elongation In Mitochondria
MGP001408,3032,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",HADHB,Fatty Acid Elongation In Mitochondria
MGP001405,3028,hydroxysteroid (17-beta) dehydrogenase 10,HSD17B10,Fatty Acid Elongation In Mitochondria
MGP005119,51102,mitochondrial trans-2-enoyl-CoA reductase,MECR,Fatty Acid Elongation In Mitochondria
MGP002406,5538,palmitoyl-protein thioesterase 1,PPT1,Fatty Acid Elongation In Mitochondria
MGP004244,10449,acetyl-CoA acyltransferase 2,ACAA2,Fatty acid Metabolism
MGP000018,33,"acyl-CoA dehydrogenase, long chain",ACADL,Fatty acid Metabolism
MGP000019,34,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",ACADM,Fatty acid Metabolism
MGP000019,34,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",ACADM,Fatty acid Metabolism
MGP000020,35,"acyl-CoA dehydrogenase, C-2 to C-3 short chain",ACADS,Fatty acid Metabolism
MGP000021,36,"acyl-CoA dehydrogenase, short/branched chain",ACADSB,Fatty acid Metabolism
MGP000022,37,"acyl-CoA dehydrogenase, very long chain",ACADVL,Fatty acid Metabolism
MGP000023,38,acetyl-CoA acetyltransferase 1,ACAT1,Fatty acid Metabolism
MGP001026,2180,acyl-CoA synthetase long-chain family member 1,ACSL1,Fatty acid Metabolism
MGP000672,1374,carnitine palmitoyltransferase 1A (liver),CPT1A,Fatty acid Metabolism
MGP000674,1376,carnitine palmitoyltransferase 2,CPT2,Fatty acid Metabolism
MGP000902,1892,"enoyl CoA hydratase, short chain, 1, mitochondrial",ECHS1,Fatty acid Metabolism
MGP001173,2639,glutaryl-CoA dehydrogenase,GCDH,Fatty acid Metabolism
MGP001407,3030,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",HADHA,Fatty acid Metabolism
MGP001408,3032,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",HADHB,Fatty acid Metabolism
MGP000108,207,v-akt murine thymoma viral oncogene homolog 1,AKT1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP000343,695,Bruton agammaglobulinemia tyrosine kinase,BTK,Fc Epsilon Receptor I Signaling in Mast Cells
MGP000694,1437,colony stimulating factor 2 (granulocyte-macrophage),CSF2,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001042,2205,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide",FCER1A,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001044,2207,"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide",FCER1G,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001119,2534,"FYN proto-oncogene, Src family tyrosine kinase",FYN,Fc Epsilon Receptor I Signaling in Mast Cells
MGP004028,9846,GRB2-associated binding protein 2,GAB2,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001308,2885,growth factor receptor-bound protein 2,GRB2,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001497,3265,Harvey rat sarcoma viral oncogene homolog,HRAS,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001621,3596,interleukin 13,IL13,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001608,3562,interleukin 3,IL3,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001610,3565,interleukin 4,IL4,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001611,3567,interleukin 5,IL5,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001638,3635,"inositol polyphosphate-5-phosphatase, 145kDa",INPP5D,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001785,3845,Kirsten rat sarcoma viral oncogene homolog,KRAS,Fc Epsilon Receptor I Signaling in Mast Cells
MGP004907,27040,linker for activation of T cells,LAT,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001806,3937,lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa),LCP2,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001849,4067,"LYN proto-oncogene, Src family tyrosine kinase",LYN,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002443,5604,mitogen-activated protein kinase kinase 1,MAP2K1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002444,5605,mitogen-activated protein kinase kinase 2,MAP2K2,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002445,5606,mitogen-activated protein kinase kinase 3,MAP2K3,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002808,6416,mitogen-activated protein kinase kinase 4,MAP2K4,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002447,5608,mitogen-activated protein kinase kinase 6,MAP2K6,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002448,5609,mitogen-activated protein kinase kinase 7,MAP2K7,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002435,5594,mitogen-activated protein kinase 1,MAPK1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP000693,1432,mitogen-activated protein kinase 14,MAPK14,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002438,5599,mitogen-activated protein kinase 8,MAPK8,Fc Epsilon Receptor I Signaling in Mast Cells
MGP001043,2206,"membrane-spanning 4-domains, subfamily A, member 2",MS4A2,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002130,4893,neuroblastoma RAS viral (v-ras) oncogene homolog,NRAS,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002230,5163,"pyruvate dehydrogenase kinase, isozyme 1",PDK1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002290,5290,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",PIK3CA,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002294,5295,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",PIK3R1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002308,5321,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",PLA2G4A,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002317,5335,"phospholipase C, gamma 1",PLCG1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002421,5578,"protein kinase C, alpha",PRKCA,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002559,5879,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",RAC1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002571,5894,"Raf-1 proto-oncogene, serine/threonine kinase",RAF1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP002954,6654,son of sevenless homolog 1 (Drosophila),SOS1,Fc Epsilon Receptor I Signaling in Mast Cells
MGP003037,6850,spleen tyrosine kinase,SYK,Fc Epsilon Receptor I Signaling in Mast Cells
MGP003158,7124,tumor necrosis factor,TNF,Fc Epsilon Receptor I Signaling in Mast Cells
MGP004245,10451,vav 3 guanine nucleotide exchange factor,VAV3,Fc Epsilon Receptor I Signaling in Mast Cells
MGP004373,10840,"aldehyde dehydrogenase 1 family, member L1",ALDH1L1,Folate Metabolism
MGP000828,1719,dihydrofolate reductase,DHFR,Folate Metabolism
MGP001101,2356,folylpolyglutamate synthase,FPGS,Folate Metabolism
MGP004374,10841,formimidoyltransferase cyclodeaminase,FTCD,Folate Metabolism
MGP003713,8836,"gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)",GGH,Folate Metabolism
MGP006441,123263,mitochondrial methionyl-tRNA formyltransferase,MTFMT,Folate Metabolism
MGP001969,4522,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",MTHFD1,Folate Metabolism
MGP004778,25902,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,MTHFD1L,Folate Metabolism
MGP004361,10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",MTHFD2,Folate Metabolism
MGP001970,4524,methylenetetrahydrofolate reductase (NAD(P)H),MTHFR,Folate Metabolism
MGP004297,10588,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",MTHFS,Folate Metabolism
MGP006334,113235,"solute carrier family 46 (folate transporter), member 1",SLC46A1,Folate Metabolism
MGP000127,231,"aldo-keto reductase family 1, member B1 (aldose reductase)",AKR1B1,Fructose and Mannose Degradation
MGP000124,226,"aldolase A, fructose-bisphosphate",ALDOA,Fructose and Mannose Degradation
MGP000125,229,"aldolase B, fructose-bisphosphate",ALDOB,Fructose and Mannose Degradation
MGP001041,2203,"fructose-1,6-bisphosphatase 1",FBP1,Fructose and Mannose Degradation
MGP003690,8790,fucose-1-phosphate guanylyltransferase,FPGT,Fructose and Mannose Degradation
MGP006743,197258,fucokinase,FUK,Fructose and Mannose Degradation
MGP001239,2762,"GDP-mannose 4,6-dehydratase",GMDS,Fructose and Mannose Degradation
MGP005020,29925,GDP-mannose pyrophosphorylase B,GMPPB,Fructose and Mannose Degradation
MGP001439,3098,hexokinase 1,HK1,Fructose and Mannose Degradation
MGP001749,3795,ketohexokinase (fructokinase),KHK,Fructose and Mannose Degradation
MGP001955,4351,mannose phosphate isomerase,MPI,Fructose and Mannose Degradation
MGP001955,4351,mannose phosphate isomerase,MPI,Fructose and Mannose Degradation
MGP002251,5207,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",PFKFB1,Fructose and Mannose Degradation
MGP002255,5211,"phosphofructokinase, liver",PFKL,Fructose and Mannose Degradation
MGP004990,29085,phosphohistidine phosphatase 1,PHPT1,Fructose and Mannose Degradation
MGP002341,5372,phosphomannomutase 1,PMM1,Fructose and Mannose Degradation
MGP002953,6652,sorbitol dehydrogenase,SORD,Fructose and Mannose Degradation
MGP003180,7167,triosephosphate isomerase 1,TPI1,Fructose and Mannose Degradation
MGP003214,7264,tissue specific transplantation antigen P35B,TSTA3,Fructose and Mannose Degradation
MGP000127,231,"aldo-keto reductase family 1, member B1 (aldose reductase)",AKR1B1,Galactose Metabolism
MGP001196,2683,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",B4GALT1,Galactose Metabolism
MGP001122,2538,"glucose-6-phosphatase, catalytic subunit",G6PC,Galactose Metabolism
MGP001126,2548,"glucosidase, alpha; acid",GAA,Galactose Metabolism
MGP001147,2582,UDP-galactose-4-epimerase,GALE,Galactose Metabolism
MGP001148,2584,galactokinase 1,GALK1,Galactose Metabolism
MGP001153,2592,galactose-1-phosphate uridylyltransferase,GALT,Galactose Metabolism
MGP001178,2645,glucokinase (hexokinase 4),GCK,Galactose Metabolism
MGP001219,2717,"galactosidase, alpha",GLA,Galactose Metabolism
MGP001439,3098,hexokinase 1,HK1,Galactose Metabolism
MGP001807,3938,lactase,LCT,Galactose Metabolism
MGP002265,5236,phosphoglucomutase 1,PGM1,Galactose Metabolism
MGP003263,7360,UDP-glucose pyrophosphorylase 2,UGP2,Galactose Metabolism
MGP005240,51727,"cytidine monophosphate (UMP-CMP) kinase 1, cytosolic",CMPK1,Gemcitabine Action Pathway
MGP000725,1503,CTP synthase 1,CTPS1,Gemcitabine Action Pathway
MGP000795,1633,deoxycytidine kinase,DCK,Gemcitabine Action Pathway
MGP000797,1635,dCMP deaminase,DCTD,Gemcitabine Action Pathway
MGP002104,4830,NME/NM23 nucleoside diphosphate kinase 1,NME1,Gemcitabine Action Pathway
MGP002730,6240,ribonucleotide reductase M1,RRM1,Gemcitabine Action Pathway
MGP002731,6241,ribonucleotide reductase M2,RRM2,Gemcitabine Action Pathway
MGP005053,50484,ribonucleotide reductase M2 B (TP53 inducible),RRM2B,Gemcitabine Action Pathway
MGP003816,9154,"solute carrier family 28 (concentrative nucleoside transporter), member 1",SLC28A1,Gemcitabine Action Pathway
MGP005738,64078,"solute carrier family 28 (concentrative nucleoside transporter), member 3",SLC28A3,Gemcitabine Action Pathway
MGP000957,2030,"solute carrier family 29 (equilibrative nucleoside transporter), member 1",SLC29A1,Gemcitabine Action Pathway
MGP003229,7298,thymidylate synthetase,TYMS,Gemcitabine Action Pathway
MGP000124,226,"aldolase A, fructose-bisphosphate",ALDOA,Gluconeogenesis
MGP000331,669,"2,3-bisphosphoglycerate mutase",BPGM,Gluconeogenesis
MGP000952,2023,"enolase 1, (alpha)",ENO1,Gluconeogenesis
MGP001041,2203,"fructose-1,6-bisphosphatase 1",FBP1,Gluconeogenesis
MGP001122,2538,"glucose-6-phosphatase, catalytic subunit",G6PC,Gluconeogenesis
MGP006512,130589,galactose mutarotase (aldose 1-epimerase),GALM,Gluconeogenesis
MGP001155,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,Gluconeogenesis
MGP001280,2821,glucose-6-phosphate isomerase,GPI,Gluconeogenesis
MGP001440,3099,hexokinase 2,HK2,Gluconeogenesis
MGP006677,160287,lactate dehydrogenase A-like 6A,LDHAL6A,Gluconeogenesis
